id,organization,account,service_key,short_description,long_description,service_display_name,service_url,language,agencies,tags,created_at,updated_at
40471,NOAA NCEI Climate,NOAANCEIclimate,twitter,Climate-related information from the National Centers for Environmental Information (NCEI),"NOAA’s National Centers for Environmental Information (NCEI) preserves, monitors, assesses, and provides access to the Nation’s environmental data and information",Twitter,http://twitter.com/NOAANCEIclimate,English,"[{""id""=>81, ""name""=>""Department of Commerce"", ""info_url""=>""http://www.commerce.gov""}, {""id""=>2011, ""name""=>""National Oceanic and Atmospheric Administration (NOAA)"", ""info_url""=>""http://www.noaa.gov/""}]","[{""id""=>2593, ""tag_text""=>""climate""}, {""id""=>3825, ""tag_text""=>""historical weather""}, {""id""=>311, ""tag_text""=>""data""}]",2016-01-27T14:43:11.000Z,2020-10-29T18:50:23.000Z
208376,Bureau of Engraving and Printing,"",facebook,Official Facebook account,"",Facebook,https://www.facebook.com/USMoneyfactory/,English,"[{""id""=>801, ""name""=>""Department of the Treasury"", ""info_url""=>""http://www.treasury.gov""}]",[],2017-03-17T17:19:56.000Z,2020-10-29T08:29:21.000Z
2301,Treasury,ustreasury,facebook,Official Facebook Account of the U.S. Department of the Treasury,"",Facebook,http://facebook.com/ustreasury,English,"[{""id""=>801, ""name""=>""Department of the Treasury"", ""info_url""=>""http://www.treasury.gov""}]",[],2012-04-11T23:47:47.000Z,2020-10-29T08:27:14.000Z
6001,Treasury,USTreasury,twitter,Executive agency responsible for promoting economic prosperity & ensuring financial security of the U.S. ,"",Twitter,http://twitter.com/USTreasury,English,"[{""id""=>801, ""name""=>""Department of the Treasury"", ""info_url""=>""http://www.treasury.gov""}]",[],2012-04-11T23:47:58.000Z,2020-10-29T08:16:51.000Z
208406,The Bureau of Engraving and Printing,usmoneyfactory,twitter,"This is the official Bureau of Engraving & Printing Twitter feed. Since 1862, we have developed and produced U.S. currency notes, trusted worldwide.","",Twitter,https://twitter.com/USMoneyfactory ,English,"[{""id""=>801, ""name""=>""Department of the Treasury"", ""info_url""=>""http://www.treasury.gov""}]",[],2017-03-20T15:31:35.000Z,2020-10-29T08:12:53.000Z
9471,Bureau of Engraving and Printing,usmoneyfactory,youtube,Official YouTube account,"",YouTube,http://youtube.com/usmoneyfactory,English,"[{""id""=>801, ""name""=>""Department of the Treasury"", ""info_url""=>""http://www.treasury.gov""}]",[],2012-04-11T23:48:06.000Z,2020-10-29T08:04:06.000Z
218805,435th Air Expeditionary Wing,435aew,facebook,435 AEW,Official Facebook page for the 435th Air Expeditionary Wing,Facebook,https://www.facebook.com/435AEW,English,"[{""id""=>151, ""name""=>""Department of Defense (DOD)"", ""info_url""=>""http://www.defense.gov""}, {""id""=>1501, ""name""=>""Department of the Air Force"", ""info_url""=>""http://www.af.mil/""}]",[],2020-10-28T14:02:23.000Z,2020-10-28T14:02:23.000Z
218804,GSA FAS Commissioner Twitter Account,gsa_fascommr,twitter,Twitter account for the Commissioner of Federal Acquisition Services at GSA,"",Twitter,https://twitter.com/GSA_FASCommr,English,"[{""id""=>351, ""name""=>""General Services Administration (GSA)"", ""info_url""=>""http://www.gsa.gov""}]",[],2020-10-22T19:21:57.000Z,2020-10-22T19:21:57.000Z
218803,Peace Corps Ecuador,peacecorps_ecuador,instagram,Official Instagram page for Peace Corps Ecuador,Official Instagram page for Peace Corps Ecuador,Instagram,https://www.instagram.com/peacecorps_ecuador/,English,"[{""id""=>671, ""name""=>""Peace Corps"", ""info_url""=>""http://www.peacecorps.gov""}]",[],2020-10-21T19:31:46.000Z,2020-10-21T19:31:46.000Z
218802,Peace Corps Ecuador,peacecorpsecuador,facebook,Official Facebook page for Peace Corps Ecuador,Official Facebook page for Peace Corps Ecuador,Facebook,https://www.facebook.com/peacecorpsecuador,English,"[{""id""=>671, ""name""=>""Peace Corps"", ""info_url""=>""http://www.peacecorps.gov""}]",[],2020-10-21T19:25:41.000Z,2020-10-21T19:28:29.000Z
218801,Maritime Administration YouTube,channel,youtube,Official MARAD YouTube account covering subjects related to the maritime industry.,"",YouTube,https://www.youtube.com/channel/UCDY5Q4Jh8e20M-r3Y_MsBsw,English,"[{""id""=>791, ""name""=>""Department of Transportation (DOT)"", ""info_url""=>""http://www.dot.gov""}]","[{""id""=>3828, ""tag_text""=>""maritime""}, {""id""=>26868, ""tag_text""=>""maritime security""}, {""id""=>21631, ""tag_text""=>""maritime history""}, {""id""=>26867, ""tag_text""=>""maritime safety""}]",2020-10-15T20:42:28.000Z,2020-10-15T20:43:58.000Z
218800,DOTMARAD,dotmarad,instagram,Official MARAD Instagram account covering subjects related to the maritime industry.,"",Instagram,https://www.instagram.com/dotmarad/,English,"[{""id""=>791, ""name""=>""Department of Transportation (DOT)"", ""info_url""=>""http://www.dot.gov""}]","[{""id""=>3828, ""tag_text""=>""maritime""}, {""id""=>26867, ""tag_text""=>""maritime safety""}, {""id""=>26868, ""tag_text""=>""maritime security""}, {""id""=>21631, ""tag_text""=>""maritime history""}, {""id""=>1081, ""tag_text""=>""national defense""}]",2020-10-15T20:29:47.000Z,2020-10-15T20:31:53.000Z
218799,DOTMARAD,dotmarad,twitter,Official MARAD Twitter account covering subjects related to the maritime industry.,"",Twitter,https://twitter.com/dotmarad,English,"[{""id""=>791, ""name""=>""Department of Transportation (DOT)"", ""info_url""=>""http://www.dot.gov""}]","[{""id""=>3828, ""tag_text""=>""maritime""}, {""id""=>26868, ""tag_text""=>""maritime security""}, {""id""=>26867, ""tag_text""=>""maritime safety""}, {""id""=>21631, ""tag_text""=>""maritime history""}, {""id""=>1081, ""tag_text""=>""national defense""}]",2020-10-15T20:24:36.000Z,2020-10-15T20:31:49.000Z
218798,DOTMARAD,dotmarad,facebook,Official MARAD Facebook account covering subjects related to the maritime industry.,"",Facebook,https://www.facebook.com/DOTMARAD,English,"[{""id""=>791, ""name""=>""Department of Transportation (DOT)"", ""info_url""=>""http://www.dot.gov""}]",[],2020-10-15T20:17:32.000Z,2020-10-15T20:31:45.000Z
218797,National Institute of Mental Health (NIMH),nimhdirector,twitter,National Institute of Mental Health's Director Twitter Account,"",Twitter,https://twitter.com/NIMHDirector,English,"[{""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]",[],2020-10-15T18:59:50.000Z,2020-10-15T18:59:52.000Z
218796,National Institute of Mental Health (NIMH),nimhgov,twitter,National Institute of Mental Health's Enterprise Twitter Account,"",Twitter,https://twitter.com/NIMHgov,English,"[{""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]",[],2020-10-15T18:58:32.000Z,2020-10-15T18:58:34.000Z
218795,National Institute of Mental Health (NIMH) ,nimhgov,youtube,National Institute of Mental Health's YouTube,"",YouTube,https://www.youtube.com/nimhgov,English,"[{""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]",[],2020-10-15T18:57:26.000Z,2020-10-15T18:57:27.000Z
218794,National Institute of Mental Health (NIMH),national-institute-of-mental-health-nimh,linkedin,National Institute of Mental Health's LinkedIn,"",LinkedIn,https://www.linkedin.com/company/national-institute-of-mental-health-nimh,English,"[{""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]",[],2020-10-15T18:55:46.000Z,2020-10-15T18:55:48.000Z
218793,National Institute of Mental Health (NIMH),"",facebook,National Institute of Mental Health's Facebook,"",Facebook,https://www.facebook.com/nimhgov/,English,"[{""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]",[],2020-10-15T18:53:18.000Z,2020-10-15T18:53:20.000Z
218792,National Institute of Mental Health (NIMH),nimhgov,instagram,National Institute of Mental Health's Instagram ,"",Instagram,https://www.instagram.com/nimhgov/,English,"[{""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]",[],2020-10-15T18:50:20.000Z,2020-10-15T18:52:36.000Z
210733,U.S. Botanic Garden,c,youtube,"Steeped in history, rich with tradition, the United States Botanic Garden is the oldest continuously operating public garden in the U.S.","Steeped in history, rich with tradition, the United States Botanic Garden is the oldest continuously operating public garden in the U.S.",YouTube,https://youtube.com/c/UnitedStatesBotanicGarden,English,"[{""id""=>991, ""name""=>""Architect of the Capitol (AOC)"", ""info_url""=>""http://www.aoc.gov""}]","[{""id""=>2148, ""tag_text""=>""plant health""}, {""id""=>2032, ""tag_text""=>""plants""}, {""id""=>13431, ""tag_text""=>""native plants""}, {""id""=>2007, ""tag_text""=>""gardens""}, {""id""=>27072, ""tag_text""=>""roses""}, {""id""=>13451, ""tag_text""=>""orchids""}, {""id""=>13441, ""tag_text""=>""cactus""}, {""id""=>3209, ""tag_text""=>""endangered species""}]",2017-11-09T18:04:09.000Z,2020-10-15T15:34:22.000Z
218791,Office of Information and Technology,c,youtube,Official YouTube channel of VA's Office of Information and Technology,"",YouTube,https://www.youtube.com/c/DeptVetAffairsOIT,English,"[{""id""=>811, ""name""=>""Department of Veterans Affairs (VA)"", ""info_url""=>""http://www.va.gov""}]",[],2020-10-15T09:57:19.000Z,2020-10-15T09:59:19.000Z
218790,SMP Lejeune-New River,smp_lejnr,instagram,SMP Lejeune-New River: Government Program,"Single Marine Program (SMP) Serving active duty, single and unaccompanied Marines and Sailors assigned to MCB Camp Lejeune, New River Air Station and surrounding area.  
Off duty recreational and community involvement events that positively impact quality of life (QOL)
",Instagram,https://www.instagram.com/smp_lejnr/,English,"[{""id""=>151, ""name""=>""Department of Defense (DOD)"", ""info_url""=>""http://www.defense.gov""}]",[],2020-10-14T12:29:41.000Z,2020-10-14T12:29:56.000Z
218789,SMP Lejeune-New River,smp_lejnr,instagram,Single Marine Program Camp Lejeune-New River Air Station,"SMP Lejeune-New River: government program
•	Single Marine Program (SMP) Serving active duty, single and unaccompanied Marines and Sailors assigned to MCB Camp Lejeune, New River Air Station and surrounding area.  
•	Off duty recreational and community involvement events that positively impact quality of life (QOL)",Instagram,https://instagram.com/smp_lejnr,English,"[{""id""=>151, ""name""=>""Department of Defense (DOD)"", ""info_url""=>""http://www.defense.gov""}]",[],2020-10-14T12:21:39.000Z,2020-10-14T12:21:39.000Z
218788,9th Attack Squadron,9th-attack-squadron-105223044557781,facebook,"The 9th Attack Squadron is a training squadron for MQ-9s at Holloman AFB, NM. ","",Facebook,https://www.facebook.com/9th-Attack-Squadron-105223044557781,English,"[{""id""=>1501, ""name""=>""Department of the Air Force"", ""info_url""=>""http://www.af.mil/""}]",[],2020-10-13T19:50:51.000Z,2020-10-13T19:50:51.000Z
218787,DigitalVA on LinkedIn,digitalva,linkedin,Offical account of the VA Office of Information and Technology,"The mission of the Department of Veterans Affairs (VA) Office of Information and Technology (OIT) is to collaborate with our business partners to create the best experience for all Veterans. We do this by delivering world-class, secure technology solutions that enable a seamless, unified Veteran experience.",LinkedIn,https://www.linkedin.com/company/digitalva,English,"[{""id""=>811, ""name""=>""Department of Veterans Affairs (VA)"", ""info_url""=>""http://www.va.gov""}]",[],2020-10-13T11:31:48.000Z,2020-10-13T11:31:50.000Z
218786,VA CIO,va_cio,twitter,Official account of the VA Chief Information Officer,"",Twitter,https://twitter.com/va_cio,English,"[{""id""=>811, ""name""=>""Department of Veterans Affairs (VA)"", ""info_url""=>""http://www.va.gov""}]",[],2020-10-13T11:29:43.000Z,2020-10-13T11:29:55.000Z
218785,TheBethesdaLabs,thebethesdalabs,twitter,"The official Twitter account for NHLBI DIR, conducting clinical and basic research on the NIH  Bethesda campus.","",Twitter,https://twitter.com/TheBethesdaLabs,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}, {""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]",[],2020-10-09T20:26:36.000Z,2020-10-09T20:26:36.000Z
209112,BreatheBetter,breathebetter,twitter,"A national health education program that raises awareness about COPD, asthma, and lung health. ","A national health education program coordinated by the National Heart, Lung, and Blood Institute to raise awareness about lung health, with a special emphasis on COPD and asthma. ",Twitter,https://twitter.com/BreatheBetter,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}, {""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]",[],2017-06-20T19:18:49.000Z,2020-10-09T20:22:22.000Z
209109,NHLBI_Translate,nhlbi_translate,twitter,"","Official Twitter account of the Director, NHLBI's Center for Translation Research and Implementation Science (CTRIS). ",Twitter,https://twitter.com/NHLBI_Translate,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}, {""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]","[{""id""=>26882, ""tag_text""=>""ctris""}, {""id""=>1742, ""tag_text""=>""nhlbi""}, {""id""=>1743, ""tag_text""=>""national heart lung and blood institute""}, {""id""=>3967, ""tag_text""=>""translational research""}, {""id""=>3979, ""tag_text""=>""translational science""}]",2017-06-20T18:57:19.000Z,2020-10-09T20:19:50.000Z
209107,NHLBI_HeartDir,nhlbi_heartdir,twitter,"Official Twitter account of the Director, NHLBI's Division of Cardiovascular Sciences.","",Twitter,https://twitter.com/NHLBI_HEARTDir,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}, {""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]","[{""id""=>26881, ""tag_text""=>""dcvs""}, {""id""=>1742, ""tag_text""=>""nhlbi""}, {""id""=>1743, ""tag_text""=>""national heart lung and blood institute""}]",2017-06-20T18:55:23.000Z,2020-10-09T20:19:43.000Z
209105,NHLBI_LungDir,nhlbi_lungdir,twitter,"Official Twitter account of the Director, NHLBI's Division of Lung Diseases. ","",Twitter,https://twitter.com/NHLBI_LUNGDir,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}]","[{""id""=>1738, ""tag_text""=>""lung""}, {""id""=>26879, ""tag_text""=>""dld""}, {""id""=>1742, ""tag_text""=>""nhlbi""}, {""id""=>1715, ""tag_text""=>""nih""}, {""id""=>26880, ""tag_text""=>""division of lung diseases""}]",2017-06-20T18:53:23.000Z,2020-10-09T20:19:34.000Z
24852,The Heart Truth,thehearttruth,flickr,The Heart Truth is a national health education program about heart disease prevention. ,"",Flickr,http://flickr.com/photos/thehearttruth,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}]","[{""id""=>721, ""tag_text""=>""health""}, {""id""=>2014, ""tag_text""=>""women""}, {""id""=>1737, ""tag_text""=>""heart""}, {""id""=>2068, ""tag_text""=>""heart disease""}, {""id""=>2069, ""tag_text""=>""heart attack""}]",2013-06-04T15:09:43.000Z,2020-10-09T20:18:56.000Z
24842,The Heart Truth,thehearttruth,pinterest,The Heart Truth is a national health education program on heart disease prevention. ,"Sponsored by the National Heart, Lung, and Blood Institute, The Heart Truth is a national health education program about heart disease prevention. It raises awareness about risk factors for heart disease with a focus on populations at highest risk. ",Pinterest,http://pinterest.com/thehearttruth/,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}]","[{""id""=>721, ""tag_text""=>""health""}, {""id""=>2014, ""tag_text""=>""women""}, {""id""=>1737, ""tag_text""=>""heart""}, {""id""=>2068, ""tag_text""=>""heart disease""}, {""id""=>2069, ""tag_text""=>""heart attack""}]",2013-06-04T15:07:43.000Z,2020-10-09T20:15:42.000Z
6421,The Heart Truth,TheHeartTruth,twitter,"Official Twitter account for The Heart Truth, a national health education program about heart disease prevention.",The Heart Truth(R) is a national health education program coordinated by the NHLBI that aims to prevent heart disease in women and other vulnerable populations. ,Twitter,http://twitter.com/TheHeartTruth,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}]","[{""id""=>721, ""tag_text""=>""health""}, {""id""=>2014, ""tag_text""=>""women""}, {""id""=>1737, ""tag_text""=>""heart""}, {""id""=>2068, ""tag_text""=>""heart disease""}, {""id""=>2069, ""tag_text""=>""heart attack""}, {""id""=>3228, ""tag_text""=>""heart health""}, {""id""=>1221, ""tag_text""=>""public health""}, {""id""=>1746, ""tag_text""=>""prevention""}]",2012-04-11T23:47:58.000Z,2020-10-09T20:15:37.000Z
23241,"National Heart, Lung, and Blood Institute SBIR/STTR Program",nhlbi_sbir,twitter,"","",Twitter,http://twitter.com/nhlbi_sbir,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}, {""id""=>1991, ""name""=>""National Institutes of Health (NIH)"", ""info_url""=>""http://www.nih.gov/""}]","[{""id""=>1281, ""tag_text""=>""research""}, {""id""=>1451, ""tag_text""=>""technology""}, {""id""=>2017, ""tag_text""=>""small business""}, {""id""=>2916, ""tag_text""=>""tech transfer""}, {""id""=>2921, ""tag_text""=>""sbir""}, {""id""=>2922, ""tag_text""=>""sttr""}, {""id""=>2923, ""tag_text""=>""small biz""}, {""id""=>2924, ""tag_text""=>""transfer""}]",2013-02-21T19:42:25.000Z,2020-10-09T20:13:57.000Z
2131,The Heart Truth,hearttruth,facebook,The Heart Truth is a national health education program about heart disease prevention. ,"Sponsored by the National Heart, Lung, and Blood Institute, The Heart Truth is a national health education program about heart disease prevention. It raises awareness about risk factors for heart disease with a focus on populations at highest risk. ",Facebook,https://www.facebook.com/hearttruth,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}]","[{""id""=>3228, ""tag_text""=>""heart health""}, {""id""=>2068, ""tag_text""=>""heart disease""}, {""id""=>2014, ""tag_text""=>""women""}, {""id""=>1729, ""tag_text""=>""women's health""}, {""id""=>2069, ""tag_text""=>""heart attack""}, {""id""=>1221, ""tag_text""=>""public health""}, {""id""=>1743, ""tag_text""=>""national heart lung and blood institute""}]",2012-04-11T23:47:46.000Z,2020-10-09T20:13:19.000Z
1961,"National Heart, Lung, and Blood Institute (NHLBI)",NHLBI,facebook,"","",Facebook,http://facebook.com/NHLBI,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}]","[{""id""=>721, ""tag_text""=>""health""}, {""id""=>1281, ""tag_text""=>""research""}, {""id""=>1021, ""tag_text""=>""medical""}, {""id""=>1715, ""tag_text""=>""nih""}, {""id""=>1716, ""tag_text""=>""national institutes of health""}, {""id""=>1737, ""tag_text""=>""heart""}, {""id""=>1738, ""tag_text""=>""lung""}, {""id""=>1739, ""tag_text""=>""blood""}, {""id""=>1740, ""tag_text""=>""sleep""}, {""id""=>1741, ""tag_text""=>""disorders""}, {""id""=>1742, ""tag_text""=>""nhlbi""}, {""id""=>1743, ""tag_text""=>""national heart lung and blood institute""}, {""id""=>1744, ""tag_text""=>""chronic""}, {""id""=>1745, ""tag_text""=>""disease""}]",2012-04-11T23:47:46.000Z,2020-10-09T20:06:21.000Z
6271,"National Heart, Lung, and Blood Institute (NHLBI)",nih_nhlbi,twitter,"","",Twitter,http://twitter.com/nih_nhlbi,English,"[{""id""=>361, ""name""=>""Department of Health and Human Services (HHS)"", ""info_url""=>""http://www.hhs.gov""}]","[{""id""=>721, ""tag_text""=>""health""}, {""id""=>1281, ""tag_text""=>""research""}, {""id""=>1021, ""tag_text""=>""medical""}, {""id""=>1715, ""tag_text""=>""nih""}, {""id""=>1716, ""tag_text""=>""national institutes of health""}, {""id""=>1737, ""tag_text""=>""heart""}, {""id""=>1738, ""tag_text""=>""lung""}, {""id""=>1739, ""tag_text""=>""blood""}, {""id""=>1740, ""tag_text""=>""sleep""}, {""id""=>1741, ""tag_text""=>""disorders""}, {""id""=>1742, ""tag_text""=>""nhlbi""}, {""id""=>1743, ""tag_text""=>""national heart lung and blood institute""}, {""id""=>1744, ""tag_text""=>""chronic""}, {""id""=>1745, ""tag_text""=>""disease""}]",2012-04-11T23:47:58.000Z,2020-10-09T20:06:08.000Z
