target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,third_party_service_domains,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count
www.usa.gov,usa.gov,.gov,false,https://www.usa.gov/,usa.gov,gov,www.usa.gov,true,200,text/html,true,true,General Services Administration,"GSA,FAS,Technology Transformation Service",Executive,true,"[""gov"",""dap"",""2020_eot"",""usagov"",""gov_man""]",,2024-07-27T04:48:23.803Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,true,cloud.gov,,,,true,true,true,"{""agency"":""GSA"",""subagency"":""TTS""}","[""51567.global.siteimproveanalytics.io"",""cdn.jsdelivr.net"",""cdnjs.cloudflare.com"",""dap.digitalgov.gov"",""gov1.qualtrics.com"",""gov1.siteintercept.qualtrics.com"",""script.crazyegg.com"",""search.usa.gov"",""siteimproveanalytics.com"",""www.google-analytics.com"",""www.googletagmanager.com"",""znbabnroqffo1d7xq-cemgsa.gov1.siteintercept.qualtrics.com""]",12,"["".usa.gov"","".www.usa.gov"",""www.usa.gov""]",true,0.0642987060546875,232.599,"[""about"",""foia"",""privacy"",""usa.gov"",""/es""]","[""about us"",""accessibility"",""foia"",""privacy policy"",""español""]",,,Making government services easier to find | USAGov,"Find government benefits, services, agencies, and information at USA.gov. Contact elected officials. Learn about passports, Social Security, taxes, and more.",,Making government services easier to find | USAGov,"Find government benefits, services, agencies, and information at USA.gov. Contact elected officials. Learn about passports, Social Security, taxes, and more.",,,https://www.usa.gov/themes/custom/usagov/images/Logo_USAGov.png,website,https://www.usa.gov/,https://www.usa.gov/,en,"en,es",true,true,false,https://www.usa.gov/robots.txt,true,200,text/plain,1558,10,"[""https://www.usa.gov/sitemap.xml""]",true,false,https://www.usa.gov/sitemap.xml,true,200,text/xml,124659,1527,0,20,0,0,2,"[""usa-accordion"",""usa-banner"",""usa-banner-inner"",""usa-button"",""usa-card-group"",""usa-footer"",""usa-form"",""usa-header"",""usa-icon"",""usa-identifier"",""usa-input"",""usa-label"",""usa-link"",""usa-list"",""usa-logo"",""usa-logo-text"",""usa-menu-btn"",""usa-nav"",""usa-navbar"",""usa-overlay"",""usa-prose"",""usa-search"",""usa-sign-up"",""usa-skipnav"",""usa-social-link"",""usa-sr-only""]",true,70,4,20,v3.0.1,100,216
labs.gsa.gov,gsa.gov,.gov,true,https://github.com/GSA/uswds-sf-lightning-community,github.com,com,github.com,true,200,text/html,false,false,General Services Administration,"GSA, IDI, ECAS II",Executive,true,"[""pulse"",""omb_idea""]",true,2024-07-27T01:06:39.592Z,completed,completed,completed,completed,completed,completed,completed,completed,false,,,,,true,,false,,"[""api.github.com"",""avatars.githubusercontent.com"",""camo.githubusercontent.com"",""collector.github.com"",""github.githubassets.com"",""raw.githubusercontent.com""]",6,"["".github.com"",""github.com""]",true,0.0013546572265625,384.8,"[""privacy""]","[""accessibility""]",true,true,GitHub - GSA/uswds-sf-lightning-community: A Salesforce Lightning Community Theme and related components built upon US Web Design System,A Salesforce Lightning Community Theme and related components built upon US Web Design System - GSA/uswds-sf-lightning-community,,GitHub - GSA/uswds-sf-lightning-community: A Salesforce Lightning Community Theme and related components built upon US Web Design System,A Salesforce Lightning Community Theme and related components built upon US Web Design System - GSA/uswds-sf-lightning-community,,,https://opengraph.githubassets.com/5fa639a641937d473c98fc16bd55dcbf0d84cc43ff12f3c2d0bac77a6b9f459c/GSA/uswds-sf-lightning-community,object,https://github.com/GSA/uswds-sf-lightning-community,https://github.com/GSA/uswds-sf-lightning-community,en,"",true,false,false,https://labs.gsa.gov/robots.txt,false,404,text/html,189,,,false,false,https://labs.gsa.gov/sitemap.xml,false,404,text/html,,,,0,0,0,0,,false,0,173,0,,0,173
afm.fmi.gov,fmi.gov,.gov,true,https://afm.fmi.gov/account/login,fmi.gov,gov,afm.fmi.gov,true,200,text/html,true,true,General Services Administration,"GSA, IC, OGP WebPortfolio",Executive,false,"[""pulse"",""omb_idea""]",false,2024-07-27T02:36:21.282Z,completed,completed,completed,completed,completed,completed,completed,completed,false,,,,,false,,false,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""ssl.google-analytics.com""]",3,"["".afm.fmi.gov"",""afm.fmi.gov""]",true,0.13739745930989583,2595.3,,,true,true,[LB: FMI] Login,"","",,,,,,,,,en,"",false,true,false,https://afm.fmi.gov/robots.txt,true,200,text/plain,78,,,false,true,https://afm.fmi.gov/account/login?ReturnUrl=%2fsitemap.xml,true,200,text/html,,,,0,0,0,0,,false,0,0,0,,0,0
insite.gsa.gov,gsa.gov,.gov,true,https://secureauth.gsa.gov/SecureAuth234/?SAMLRequest=fVNdj9owEHy%2FX4HyDvniSM6CSDloOSQKiNCq6svJOBvOUmLnvA6l%2F76OwwGqevhxPDO7O16PkVZlTdJGv4ktvDeA%2BqFnzqkqBRJ7OXEaJYikyJEIWgESzUiWfluSYOCRWkktmSydf2T3VRQRlOZSdLLFbOKsV1%2BW6%2Fli9RpS3%2FP9qIiLEYTgRdR7Gu7zcB%2F74D8Oi3gUs5z5cdRJf4BC4zNxjG2HbJQ88hzUylSdOPMs7c3l8VwHsYGFQE2FNgovGPa9qB9EO88n3ogE8a%2BONzMxcEG1NX7TukbiugisUUBNUoMD0sFBHt3MQm14QRheqts8nrnIuTjcj2HfkZC87Hab%2Fmad7TqT9COeqRTYVKAyUEfO4Pt2ee2HC%2BQaLr20obus4zuJtRm3GLFDq%2BQTWWMqjd1b4lVakzbDxWwjS87%2BWLw9X6WqqP58Mn%2FgW4Tn%2FcJSCVSUl2meK0B0Lj5pWcrfUxOpNu%2BkVQNOz01uip%2F3EXK7nSYKDSfdm8qqpopj%2BzRwokyfh70OfEuflmbVtlAkd7eREdbyDPzz0Xs6x%2FFfmy4c906DycPH9e2nSv4C&RelayState=%2F,gsa.gov,gov,secureauth.gsa.gov,true,200,text/html,true,false,General Services Administration,"GSA, IDI, ECAS II",Executive,false,"[""pulse""]",,2024-07-27T01:06:48.273Z,completed,completed,completed,completed,completed,completed,completed,completed,true,amazonaws.com,,,,false,,false,,,0,"["".gsa.gov"",""secureauth.gsa.gov""]",true,0.10144358512369792,1090.699,,,true,true,inSite.gsa.gov - Two-Factor Authentication,,,,,,,,,,,en,"",false,true,false,https://insite.gsa.gov/robots.txt,true,200,text/plain,2027,,,false,true,https://secureauth.gsa.gov/SecureAuth234/?SAMLRequest=fVPbrtowEHw%2FX4HyDjG5cLEgUgotRaKACK2qvlTGWTiWEjv1OpT%2BfR2HA6jqwY%2Fjmdnd8XqCrCwqmtbmVe7gVw1oXjr2XMpCInWXU6%2FWkiqGAqlkJSA1nGbplxUNeoRWWhnFVeH9I3uuYoigjVCylS3nU2%2Bz%2FrjaLJbrnwcO5EiiMIphlAdxnwyjkOSDIB5Go0E8PoxjMopgxFvpN9BofaaetW2RrVZnkYNe26pTb5GlnYU6X%2Bsg1rCUaJg0VkGCqEuG3WC4J31KBjQc%2F2h5cxuDkMw441djKqS%2Bj8BrDcwm1Tsh653U2c8c1IQXhOGtusvjg5C5kKfnMRxaEtLP%2B%2F22u91k%2B9YkfYtnpiTWJegM9Flw%2BLpb3fsREoWBWy9N6D5v%2BV7ibCYNRt3QOnlHVttKE%2F%2BReJdWtMlwOd%2BqQvA%2FDm%2FOJ6VLZt6frN%2FrO0Tk3aOjUiiZKNI814Do3XzSolC%2FZzZSY9%2FJ6Bq8jp88FL%2FuI%2BRuO20UBi6mM1NlxbTA5mngwri5Dnsf%2BJE%2BK%2Byq7eCYPN1GTnnDs%2FD3mIyvcfzXpg3Hf9Jg8vJ2%2Ffipkr8%3D&RelayState=%2Fsitemap.xml,true,200,text/html,9858,0,0,0,0,0,0,,false,0,0,0,,0,0
blog.gobiernousa.gov,gobiernousa.gov,.gov,true,https://www.usa.gov/es,usa.gov,gov,www.usa.gov,true,200,text/html,false,false,General Services Administration,"GSA,FAS,Technology Transformation Service",Executive,false,"[""pulse""]",,2024-07-27T03:15:54.631Z,completed,completed,completed,completed,completed,completed,completed,completed,true,cloud.gov,,,,true,true,true,"{""agency"":""GSA"",""subagency"":""TTS""}","[""51567.global.siteimproveanalytics.io"",""cdn.jsdelivr.net"",""cdnjs.cloudflare.com"",""dap.digitalgov.gov"",""gov1.siteintercept.qualtrics.com"",""script.crazyegg.com"",""search.usa.gov"",""siteimproveanalytics.com"",""www.google-analytics.com"",""www.googletagmanager.com"",""znbabnroqffo1d7xq-cemgsa.gov1.siteintercept.qualtrics.com""]",11,"["".usa.gov"",""www.usa.gov""]",true,0.048801198323567704,251.699,"[""foia"",""privacy"",""usa.gov"",""espanol"",""/es""]","[""foia"",""español""]",true,true,Información del Gobierno de Estados Unidos a su alcance | USAGov,"Encuentre información sobre los beneficios, servicios y agencias del Gobierno de los Estados Unidos en USAGov en Español. Conozca más sobre visas, pasaportes, Seguro Social, vivienda, empleos y más.",,Información del Gobierno de Estados Unidos a su alcance | USAGov,"Encuentre información sobre los beneficios, servicios y agencias del Gobierno de los Estados Unidos en USAGov en Español. Conozca más sobre visas, pasaportes, Seguro Social, vivienda, empleos y más.",,,https://www.usa.gov/themes/custom/usagov/images/Logo_USAGov.png,website,https://www.usa.gov/es/,https://www.usa.gov/es/,es,"en,es",true,false,true,https://www.usa.gov/es,true,200,text/html,,,,false,true,https://www.usa.gov/es,true,200,text/html,,,,20,0,0,2,"[""usa-accordion"",""usa-banner"",""usa-banner-inner"",""usa-button"",""usa-card-group"",""usa-footer"",""usa-form"",""usa-header"",""usa-icon"",""usa-identifier"",""usa-input"",""usa-label"",""usa-link"",""usa-list"",""usa-logo"",""usa-logo-text"",""usa-menu-btn"",""usa-nav"",""usa-navbar"",""usa-overlay"",""usa-prose"",""usa-search"",""usa-sign-up"",""usa-skipnav"",""usa-social-link"",""usa-sr-only""]",false,70,4,20,v3.0.1,100,216
rocis.gov,rocis.gov,.gov,true,https://www.rocis.gov/rocis/,rocis.gov,gov,www.rocis.gov,true,200,text/html,true,false,General Services Administration,"GSA, IC, ROCIS",Executive,false,"[""gov"",""pulse"",""omb_idea""]",true,2024-07-27T04:02:37.216Z,completed,completed,completed,completed,completed,completed,completed,completed,true,,,,,false,,false,,"[""ajax.googleapis.com"",""cdnjs.cloudflare.com""]",2,"[""www.rocis.gov""]",false,0.021375,970.3,"[""about"",""foia"",""privacy"",""usa.gov""]","[""accessibility"",""foia"",""usa.gov""]",true,true,Rocis.Gov: Login Page,,,,,,,,,,,en,"",false,false,true,https://www.rocis.gov/rocis/,true,200,text/html,,,,false,true,https://www.rocis.gov/rocis/,true,200,text/html,,,,20,0,0,4,"[""usa-banner"",""usa-identifier"",""usa-link""]",false,30,6,0,,0,60
esrs.gov,esrs.gov,.gov,true,https://www.esrs.gov/,esrs.gov,gov,www.esrs.gov,true,200,text/html,true,false,General Services Administration,"GSA, FAS, System for Award Management",Executive,true,"[""gov"",""pulse"",""omb_idea""]",true,2024-07-27T01:07:18.420Z,completed,completed,completed,completed,completed,completed,completed,completed,false,amazonaws.com,,login.gov,,false,,true,,"[""www.google-analytics.com"",""www.youtube.com""]",2,"["".www.esrs.gov"",""www.esrs.gov""]",false,0.17322100927734374,414.299,"[""privacy"",""/es""]","[""accessibility"",""privacy policy""]",true,true,IAE: ESRS (Electronic Subcontracting Reporting System),,,,,,,,,,,en,"",false,false,true,https://www.esrs.gov/robots.txt,false,404,text/html,,,,false,true,https://www.esrs.gov/sitemap.xml,false,404,text/html,,,,0,0,0,0,,false,0,0,0,,0,0
paymentaccuracy.gov,paymentaccuracy.gov,.gov,true,https://www.paymentaccuracy.gov/,paymentaccuracy.gov,gov,www.paymentaccuracy.gov,true,200,text/html,true,false,General Services Administration,General Services Administration,Executive,false,"[""gov"",""pulse"",""omb_idea""]",true,2024-07-27T01:07:23.045Z,completed,completed,completed,completed,completed,completed,completed,completed,true,,WordPress,,,true,,true,"{""agency"":""GSA""}","[""cdn.datatables.net"",""cdnjs.cloudflare.com"",""code.jquery.com"",""dap.digitalgov.gov"",""www.cfo.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]",7,"["".paymentaccuracy.gov""]",true,0.2047641364746094,425.4,"[""about"",""foia"",""privacy"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",true,true,PaymentAccuracy.gov,A Gateway to Getting Payments Right,,PaymentAccuracy.gov,A Gateway to Getting Payments Right,,,/assets/images/logos/cfo-preview.png,article,/,//payment-accuracy/,en,"",true,false,true,https://www.paymentaccuracy.gov/,true,200,text/html,,,,false,true,https://www.paymentaccuracy.gov/,true,200,text/html,,,,20,0,40,0,"[""usa-accordion"",""usa-banner"",""usa-button"",""usa-footer"",""usa-graphic_list"",""usa-header"",""usa-hero"",""usa-identifier"",""usa-input"",""usa-link"",""usa-logo"",""usa-logo-text"",""usa-menu-btn"",""usa-nav"",""usa-navbar"",""usa-overlay"",""usa-prose"",""usa-search"",""usa-section"",""usa-skipnav"",""usa-sr-only""]",true,45,1,20,,0,126
guides-template.18f.gov,18f.gov,.gov,true,https://github.com/18F/guides-template,github.com,com,github.com,true,200,text/html,false,false,General Services Administration,"GSA,FAS,Technology Transformation Service",Executive,false,"[""pulse""]",,2024-07-27T00:34:56.603Z,completed,unknown_error,completed,completed,completed,completed,completed,completed,true,cloudfront.net,,,,true,,false,,"[""api.github.com"",""avatars.githubusercontent.com"",""collector.github.com"",""github.githubassets.com""]",4,"["".github.com"",""github.com""]",true,0.00167237109375,641.9,"[""privacy""]",,true,true,"GitHub - 18F/guides-template: Jekyll template for 18F Guides, based on CFPB/DOCter","Jekyll template for 18F Guides, based on CFPB/DOCter - 18F/guides-template",,"GitHub - 18F/guides-template: Jekyll template for 18F Guides, based on CFPB/DOCter","Jekyll template for 18F Guides, based on CFPB/DOCter - 18F/guides-template",,,https://opengraph.githubassets.com/cbd84519edf6d1c1af964529ddb2e8f355c4452a8ac57c901066757f7c933b1b/18F/guides-template,object,https://github.com/18F/guides-template,https://github.com/18F/guides-template,en,"",true,false,true,https://github.com/18F/guides-template,true,200,text/html,,,,false,true,https://github.com/18F/guides-template,true,200,text/html,,,,0,0,0,0,,false,0,0,0,,0,0
methods.18f.gov,18f.gov,.gov,true,https://guides.18f.gov/methods/,18f.gov,gov,guides.18f.gov,true,200,text/html,true,false,General Services Administration,"GSA,FAS,Technology Transformation Service",Executive,true,"[""pulse"",""omb_idea""]",true,2024-07-27T00:35:02.902Z,completed,completed,completed,completed,completed,completed,completed,completed,true,cloud.gov,cloud.gov Pages,,,true,true,true,"{""agency"":""GSA"",""subagency"":""TTS""}","[""dap.digitalgov.gov"",""unpkg.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",4,"["".18f.gov""]",true,0.004326,316,"[""about"",""fear"",""foia"",""privacy"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",true,true,methods homepage | 18F Methods,"",,methods homepage | 18F Methods,"",,,,article,/methods/,/methods/,en,"",true,false,true,https://guides.18f.gov/methods/robots.txt,false,404,text/html,46,,"[""https://methods.18f.gov//sitemap.xml""]",false,true,https://guides.18f.gov/methods/sitemap.xml,false,404,text/html,6878,56,3,0,0,0,0,"[""usa-accordion"",""usa-banner"",""usa-button"",""usa-footer"",""usa-header"",""usa-identifier"",""usa-input"",""usa-intro"",""usa-link"",""usa-list"",""usa-logo"",""usa-menu-btn"",""usa-nav"",""usa-navbar"",""usa-overlay"",""usa-prose"",""usa-search"",""usa-section"",""usa-skipnav"",""usa-sr-only""]",true,70,1,20,,0,91
www.accessibility.gov,accessibility.gov,.gov,true,https://www.section508.gov/,section508.gov,gov,www.section508.gov,true,200,text/html,false,false,General Services Administration,"GSA, IC, OGP Web Portfolio",Executive,true,"[""gov"",""2020_eot""]",,2024-07-27T00:35:15.108Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,false,,cloud.gov Pages,,,true,true,true,"{""agency"":""GSA""}","[""assets.section508.gov"",""code.jquery.com"",""dap.digitalgov.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]",5,"["".section508.gov""]",true,0.0030669742838541673,336.799,"[""about"",""foia"",""usa.gov""]","[""about us"",""accessibility"",""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",,,Home | Section508.gov,"Information about the Section508.gov website, GSA’s Government-wide IT Accessibility Team, and guidance to Federal agencies on accessible information and communication technology (ICT).",,Section508.gov,"Information about the Section508.gov website, GSA’s Government-wide IT Accessibility Team, and guidance to Federal agencies on accessible information and communication technology (ICT).",,,https://assets.section508.gov/files/images/social-media-og-image.jpg,article,https://www.section508.gov/,https://www.section508.gov/,en,"",true,true,true,https://www.section508.gov/robots.txt,true,200,text/plain,48,,"[""https://www.section508.gov/sitemap.xml""]",true,true,https://www.section508.gov/sitemap.xml,true,200,application/xml,57605,434,0,20,0,40,0,"[""usa-accordion"",""usa-banner"",""usa-button"",""usa-graphic-list"",""usa-header"",""usa-hero"",""usa-identifier"",""usa-input"",""usa-link"",""usa-logo"",""usa-menu-btn"",""usa-nav"",""usa-navbar"",""usa-overlay"",""usa-search"",""usa-skipnav"",""usa-sr-only""]",true,50,2,20,,0,132
gobiernousa.gov,gobiernousa.gov,.gov,true,https://www.usa.gov/es/,usa.gov,gov,www.usa.gov,true,200,text/html,false,false,General Services Administration,"GSA,FAS,Technology Transformation Service",Executive,true,"[""gov"",""pulse""]",,2024-07-27T03:17:59.323Z,completed,completed,completed,completed,completed,completed,completed,completed,true,amazonaws.com,,,,true,true,true,"{""agency"":""GSA"",""subagency"":""TTS""}","[""51567.global.siteimproveanalytics.io"",""cdn.jsdelivr.net"",""cdnjs.cloudflare.com"",""dap.digitalgov.gov"",""gov1.qualtrics.com"",""gov1.siteintercept.qualtrics.com"",""script.crazyegg.com"",""search.usa.gov"",""siteimproveanalytics.com"",""www.google-analytics.com"",""www.googletagmanager.com"",""znbabnroqffo1d7xq-cemgsa.gov1.siteintercept.qualtrics.com""]",12,"["".usa.gov"","".www.usa.gov"",""www.usa.gov""]",true,0.020539888509114583,326.799,"[""foia"",""privacy"",""usa.gov"",""espanol"",""/es""]","[""foia"",""español""]",true,true,Información del Gobierno de Estados Unidos a su alcance | USAGov,"Encuentre información sobre los beneficios, servicios y agencias del Gobierno de los Estados Unidos en USAGov en Español. Conozca más sobre visas, pasaportes, Seguro Social, vivienda, empleos y más.",,Información del Gobierno de Estados Unidos a su alcance | USAGov,"Encuentre información sobre los beneficios, servicios y agencias del Gobierno de los Estados Unidos en USAGov en Español. Conozca más sobre visas, pasaportes, Seguro Social, vivienda, empleos y más.",,,https://www.usa.gov/themes/custom/usagov/images/Logo_USAGov.png,website,https://www.usa.gov/es/,https://www.usa.gov/es/,es,"en,es",true,false,true,https://www.usa.gov/es/robots.txt,false,404,text/html,,,,false,true,https://www.usa.gov/es/sitemap.xml,false,404,text/html,,,,20,0,0,2,"[""usa-accordion"",""usa-banner"",""usa-banner-inner"",""usa-button"",""usa-card-group"",""usa-footer"",""usa-form"",""usa-header"",""usa-icon"",""usa-identifier"",""usa-input"",""usa-label"",""usa-link"",""usa-list"",""usa-logo"",""usa-logo-text"",""usa-menu-btn"",""usa-nav"",""usa-navbar"",""usa-overlay"",""usa-prose"",""usa-search"",""usa-sign-up"",""usa-skipnav"",""usa-social-link"",""usa-sr-only""]",false,70,4,20,v3.0.1,100,216
conexus.gsa.gov,gsa.gov,.gov,false,https://conexus.gsa.gov/,gsa.gov,gov,conexus.gsa.gov,true,200,text/html,true,true,General Services Administration,"GSA, IDI, ECAS II",Executive,true,"[""dap"",""pulse"",""omb_idea""]",true,2024-07-27T02:21:02.930Z,completed,completed,completed,completed,completed,completed,completed,completed,false,,WordPress,secureauth,,false,,true,"{""agency"":""GSA""}","[""dap.digitalgov.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]",3,"["".conexus.gsa.gov"","".gsa.gov""]",false,0,568.599,,,true,true,Conexus,,,,,,,,,,,,"",false,false,false,https://conexus.gsa.gov/robots.txt,false,404,text/html,961,,,false,false,https://conexus.gsa.gov/sitemap.xml,false,404,text/html,961,0,0,20,0,0,0,"[""usa-accordion"",""usa-banner""]",true,20,1,0,,0,41
www.digital.gov,digital.gov,.gov,true,https://digital.gov/,digital.gov,gov,digital.gov,true,200,text/html,true,false,General Services Administration,"GSA,FAS,Technology Transformation Service",Executive,true,"[""gov"",""2020_eot""]",,2024-07-27T01:45:25.684Z,completed,completed,completed,completed,completed,completed,unknown_error,timeout,true,cloudfront.net,cloud.gov Pages,,,true,,true,"{""ver"":""true"",""agency"":""GSA"",""subagency"":""TTS""}","[""api.govdelivery.com"",""avatars.githubusercontent.com"",""content.govdelivery.com"",""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""github.com"",""public.govdelivery.com"",""s3.amazonaws.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",11,"["".digital.gov""]",true,0.0023905693359375,436.8,"[""about"",""fear"",""foia"",""usa.gov""]","[""about us"",""accessibility"",""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",,,Digital.gov — Guidance on building better digital services in government,Guidance on building better digital services in government,"digital, government, technology, civic-tech",Digital.gov,Guidance on building better digital services in government,,,https://s3.amazonaws.com/digitalgov/digitalgov-2022-card-v3.png,website,https://digital.gov/,,en-US,"",true,true,true,https://digital.gov/robots.txt,true,200,text/plain,15,,,,,,,,,,,,20,0,40,0,"[""usa-accordion"",""usa-banner"",""usa-button"",""usa-card"",""usa-footer"",""usa-header"",""usa-icon"",""usa-identifier"",""usa-input"",""usa-link"",""usa-list"",""usa-logo"",""usa-menu-btn"",""usa-nav"",""usa-navbar"",""usa-overlay"",""usa-search"",""usa-section"",""usa-sign-up"",""usa-skipnav"",""usa-sr-only""]",true,70,23,20,,0,173
oes.gsa.gov,gsa.gov,.gov,false,https://oes.gsa.gov/,gsa.gov,gov,oes.gsa.gov,true,200,text/html,true,true,General Services Administration,"GSA, IDI, ECAS II",Executive,true,"[""dap"",""pulse"",""omb_idea""]",true,2024-07-27T01:08:28.272Z,completed,completed,completed,completed,completed,completed,completed,completed,true,cloudfront.net,cloud.gov Pages,,,true,true,true,"{""agency"":""GSA""}","[""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""search.usa.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]",6,"["".gsa.gov""]",true,0.24912621834309898,481.199,"[""about"",""privacy""]","[""accessibility""]",true,true,Office of Evaluation Sciences,The Office of Evaluation Sciences (OES) is an interdisciplinary team that works across the federal government to help agencies build and use evidence. OES partners with federal agencies to answer priority questions with rigorous evaluation methods and administrative data. We design and conduct evaluations of existing programs and evidence-based program changes.,,Office of Evaluation Sciences,The Office of Evaluation Sciences (OES) is an interdisciplinary team that works across the federal government to help agencies build and use evidence. OES partners with federal agencies to answer priority questions with rigorous evaluation methods and administrative data. We design and conduct evaluations of existing programs and evidence-based program changes.,,,https://oes.gsa.gov/assets/img/logos/logo-name.png,website,https://oes.gsa.gov/,/,en-US,"",true,true,false,https://oes.gsa.gov/robots.txt,true,200,text/plain,65,,"[""https://oes.gsa.gov/sitemap.xml""]",true,false,https://oes.gsa.gov/sitemap.xml,true,200,application/xml,153261,1200,356,20,0,0,0,"[""usa-accordion"",""usa-banner"",""usa-button"",""usa-footer"",""usa-footer-logo-img"",""usa-grid"",""usa-header"",""usa-hero"",""usa-input"",""usa-logo"",""usa-logo-img"",""usa-menu-btn"",""usa-nav"",""usa-nav-container"",""usa-navbar"",""usa-overlay"",""usa-search"",""usa-section"",""usa-skipnav"",""usa-sr-only""]",true,40,7,20,,0,87
www.fedramp.gov,fedramp.gov,.gov,false,https://www.fedramp.gov/,fedramp.gov,gov,www.fedramp.gov,true,200,text/html,true,true,General Services Administration,"GSA,FAS,Technology Transformation Service",Executive,true,"[""gov"",""dap"",""2020_eot""]",,2024-07-27T02:13:58.075Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,true,cloudfront.net,cloud.gov Pages,,,true,,false,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""raw.githubusercontent.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",5,"["".fedramp.gov"",""www.fedramp.gov""]",true,0.00015283447265625002,309.299,"[""about"",""foia"",""privacy"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""inspector general"",""privacy policy"",""vulnerability disclosure"",""usa.gov""]",,,How to Become FedRAMP Authorized | FedRAMP.gov,authorization process; federal agencies; cloud service providers; Joint Authorization Board; JAB; continuous monitoring; partnership establishment; readiness assessment; FedRAMP Connect; security deliverables; full security assessment; JAB authorization process; agency authorization process,,How to Become FedRAMP Authorized | FedRAMP.gov,"The Federal Risk and Authorization Management Program, or FedRAMP, is a government-wide program that provides a standardized approach to security assessment",,,https://www.fedramp.gov/assets/img/feature-background.jpg,website,https://www.fedramp.gov/,https://www.fedramp.gov/,en,"",true,true,false,https://www.fedramp.gov/robots.txt,true,200,text/plain,69,,"[""https://www.fedramp.gov/sitemap.xml""]",true,false,https://www.fedramp.gov/sitemap.xml,true,200,application/xml,30579,161,0,20,0,0,0,"[""usa-accordion"",""usa-banner"",""usa-footer"",""usa-footer-logo-img"",""usa-footer-medium"",""usa-grid"",""usa-header"",""usa-header-basic"",""usa-identifier"",""usa-link"",""usa-logo"",""usa-logo-text"",""usa-menu-btn"",""usa-nav"",""usa-nav-container"",""usa-nav-primary"",""usa-overlay"",""usa-search"",""usa-search-submit-text"",""usa-skipnav"",""usa-sr-only""]",true,40,6,20,v2.8.0,100,186
